Artikelnummer;URL;Bezeichnung;Model;Size;Bez1
180086A07000500;https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1-3.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086A11000;https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1-2.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086A11000500;https://www.miraphone.de/cc-tuba-86-bell-45-cm-4-valves-1.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07000;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-6.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07000500;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-5.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07000500700;https://www.miraphone.de/cc-tuba-43.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07000720;https://www.miraphone.de/cc-tuba-4.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07020;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-4.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B07020500;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-3.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B11000;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1-2.html;C-Tuba;Modell 86;4/4;Modell 864/4
180086B11000500;https://www.miraphone.de/cc-tuba-86-bell-45-cm-5-valves-1.html;C-Tuba;Modell 86;4/4;Modell 864/4
180088007000;https://www.miraphone.de/cc-tuba-26.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180088007000501;https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1.html;C-Tuba;model 88;4/4 wide;model 884/4 wide
180088007020;https://www.miraphone.de/cc-tuba-3.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180088007020501;https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-4.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180088007030501;https://www.miraphone.de/cc-tuba-25.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180088011000;https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-3.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180088011000501;https://www.miraphone.de/cc-tuba-88-bell-45-cm-5-valves-1-2.html;C-Tuba;Modell 88;4/4 weit;Modell 884/4 weit
180291B07000;https://www.miraphone.de/c-tuba-2.html;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner5/4 kompakt
180291B07000720;https://www.miraphone.de/c-tuba.html;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner5/4 kompakt
180291B07020;https://www.miraphone.de/c-tuba-3.html;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner5/4 kompakt
180291B11000;https://www.miraphone.de/c-tuba-4.html;C-Tuba;Modell 291 Bruckner;5/4 kompakt;Modell 291 Bruckner5/4 kompakt
191300313000;https://www.miraphone.de/bbb-sousaphone-3.html;B-Sousaphone;Modell 1300;;Modell 1300
191300315000;https://www.miraphone.de/bbb-sousaphone-2.html;B-Sousaphone;Modell 1300;;Modell 1300
191300413000;https://www.miraphone.de/bbb-sousaphone-1.html;B-Sousaphone;Modell 1300;;Modell 1300
191300415000;https://www.miraphone.de/bbb-sousaphone.html;B-Sousaphone;Modell 1300;;Modell 1300
191300415000700;https://www.miraphone.de/bb-sousaphone.html;B-Sousaphone;Modell 1300;;Modell 1300
200072P12000;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-4.html;B-Fürst Plesshorn ;Modell 72P;;Modell 72P
200072P16000;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-3.html;B-Fürst Plesshorn ;Modell 72P;;Modell 72P
200072P16000200;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-2.html;B-Fürst Plesshorn ;Modell 72P;;Modell 72P
200074P07000;https://www.miraphone.de/bb-fuerst-pless-hunting-horn-1.html;B-Fürst Plesshorn ;Modell 74P;;Modell 74P
200074P11000;https://www.miraphone.de/bb-fuerst-pless-hunting-horn.html;B-Fürst Plesshorn ;Modell 74P;;Modell 74P
200077P13000;https://www.miraphone.de/eb-bb-parforce-horn-2.html;Es/B-Parforce Horn;Modell 77P;;Modell 77P
200077P16000;https://www.miraphone.de/eb-bb-parforce-horn-1.html;Es/B-Parforce Horn;Modell 77P;;Modell 77P
200077P16000300;https://www.miraphone.de/es-b-parforce-horn-135.html;Es/B-Parforce Horn;Modell 77P;;Modell 77P
200233012030;https://www.miraphone.de/bb-buegle-horn.html;Bügel-Horn;Modell 233;;Modell 233
26M300013000;https://www.miraphone.de/bb-trumpet-piston-valves-9.html;B-Perinettrompete;Modell M3000;;Modell M3000
26M300013020;https://www.miraphone.de/bb-trumpet-piston-valves-8.html;B-Perinettrompete;Modell M3000;;Modell M3000
26M300016000;https://www.miraphone.de/bb-trumpet-piston-valves-7.html;B-Perinettrompete;Modell M3000;;Modell M3000
26M300016010;https://www.miraphone.de/bb-trumpet-m3000-piston-valves-1.html;B-Perinettrompete;Modell M3000;;Modell M3000
26M300016020;https://www.miraphone.de/bb-trumpet-piston-valves-4.html;B-Perinettrompete;Modell M3000;;Modell M3000
26M305013000;https://www.miraphone.de/b-perinettrompete.html;B-Perinettrompete;Modell M3050;;Modell M3050
26M305013020;https://www.miraphone.de/bb-trumpet-piston-valves-1.html;B-Perinettrompete;Modell M3050;;Modell M3050
26M305016000;https://www.miraphone.de/bb-trumpet-piston-valves.html;B-Perinettrompete;Modell M3050;;Modell M3050
331281513000;https://www.miraphone.de/f-tuba-14.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281513000100;https://www.miraphone.de/f-tuba-86.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281513000100720;https://www.miraphone.de/f-tuba-84.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281513000700;https://www.miraphone.de/f-tuba-85.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281513000720;https://www.miraphone.de/f-tuba-10.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281515000;https://www.miraphone.de/f-tuba-13.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281515000100;https://www.miraphone.de/f-tuba-1281-petruschka-5331281513000101.html;F Tuba 1281 Petruschka 5/4 Size 5 valves;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281515000100710;https://www.miraphone.de/f-tuba-1281-petruschka-5-4-size-5-valves-1.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281515000100720;https://www.miraphone.de/f-tuba-141.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
331281515000720;https://www.miraphone.de/f-tuba-8.html;F-Tuba;Modell 1281 Petruschka;5/4;Modell 1281 Petruschka5/4
341254013000;https://www.miraphone.de/bb-euphonium-22.html;B-Euphonium;Modell 1254;;Modell 1254
341254015000;https://www.miraphone.de/b-euphonium-121.html;B-Euphonium;Modell 1254;;Modell 1254
341255L13000;https://www.miraphone.de/b-euphonium-120.html;B-Euphonium;Modell 1255L;;Modell 1255L
341255L15000;https://www.miraphone.de/b-euphonium-119.html;B-Euphonium;Modell 1255L;;Modell 1255L
341258A13000;https://www.miraphone.de/b-euphonium-kompensiert-2.html;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A
341258A13000700;https://www.miraphone.de/b-euphonium-kompensiert-117.html;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A
341258A15000;https://www.miraphone.de/b-euphonium-kompensiert-116.html;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A
341258A15000700;https://www.miraphone.de/b-euphonium-kompensiert-115.html;B-Euphonium, kompensiert;Modell 1258A;;Modell 1258A
34M500013000;https://www.miraphone.de/b-euphonium-kompensiert-ergonomisch-3.html;B-Euphonium, kompensiert, ergonomisch;Modell M5000;;Modell M5000
34M500015000;https://www.miraphone.de/b-euphonium-kompensiert-ergonomisch-113.html;B-Euphonium, kompensiert, ergonomisch;Modell M5000;;Modell M5000
34M500015000700;https://www.miraphone.de/b-euphonium-kompensiert-ergonomisch-35.html;B-Euphonium, kompensiert, ergonomisch;Modell M5000;;Modell M5000
34M505013000A10;https://www.miraphone.de/b-euphonium-112.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505013000A10700;https://www.miraphone.de/b-euphonium-111.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505013000A30;https://www.miraphone.de/b-euphonium-110.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505013000A30700;https://www.miraphone.de/b-euphonium-109.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505015000A10;https://www.miraphone.de/b-euphonium-108.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505015000A10700;https://www.miraphone.de/b-euphonium-107.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505015000A30;https://www.miraphone.de/b-euphonium-106.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505015000A30700;https://www.miraphone.de/euphonium-ambassador-m5050-2.html;B-Euphonium;Modell M5050 Ambassador;;Modell M5050 Ambassador
34M505015000E10;https://www.miraphone.de/b-euphonium-104.html;B-Euphonium;Modell M5050 Ambassador Edition;;Modell M5050 Ambassador Edition
34M505015000E10700;https://www.miraphone.de/b-euphonium-103.html;B-Euphonium;Modell M5050 Ambassador Edition;;Modell M5050 Ambassador Edition
34M505015000E30;https://www.miraphone.de/b-euphonium-102.html;B-Euphonium;Modell M5050 Ambassador Edition;;Modell M5050 Ambassador Edition
34M505015000E30700;https://www.miraphone.de/b-euphonium-101.html;B-Euphonium;Modell M5050 Ambassador Edition;;Modell M5050 Ambassador Edition
361291513000;https://www.miraphone.de/cc-tuba-16.html;C-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
361291513000443;https://www.miraphone.de/cc-tuba-15.html;C-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
361291515000;https://www.miraphone.de/cc-tuba-14.html;C-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
361291515000443;https://www.miraphone.de/cc-tuba-13.html;C-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
361292513000;https://www.miraphone.de/cc-tuba-1292-new-yorker-bell-47-cm-5-valves-front-action-1-3.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292513000443;https://www.miraphone.de/cc-tuba-1292-new-yorker-bell-47-cm-5-valves-front-action-1-2.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292513000443700;https://www.miraphone.de/cc-tuba-6.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292515000;https://www.miraphone.de/cc-tuba-10.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292515000443;https://www.miraphone.de/cc-tuba-1292-new-yorker-bell-47-cm-5-valves-front-action-1.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292515000720;https://www.miraphone.de/cc-tuba-1.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361292515000720443;https://www.miraphone.de/cc-tuba.html;C-Tuba;Modell 1292 New Yorker;5/4 kompakt;Modell 1292 New Yorker5/4 kompakt
361293513000;https://www.miraphone.de/cc-tuba-8.html;C-Tuba;Modell 1293;5/4 kompakt;Modell 12935/4 kompakt
361293513000700;https://www.miraphone.de/cc-tuba-5.html;C-Tuba;Modell 1293;5/4 kompakt;Modell 12935/4 kompakt
361293515000;https://www.miraphone.de/cc-tuba-7.html;C-Tuba;Modell 1293;5/4 kompakt;Modell 12935/4 kompakt
37M7000130006UK;https://www.miraphone.de/eeb-tuba-3.html;Es-Tuba;Modell M7000 Ambassador;5/4;Modell M7000 Ambassador5/4
37M7000150006UK;https://www.miraphone.de/eeb-tuba-2.html;Es-Tuba;Modell M7000 Ambassador;5/4;Modell M7000 Ambassador5/4
37M7050130006UK;https://www.miraphone.de/es-tuba-19.html;Es-Tuba;Modell M7050 Ambassador;5/4;Modell M7050 Ambassador5/4
37M7050150006UK;https://www.miraphone.de/es-tuba-18.html;Es-Tuba;Modell M7050 Ambassador;5/4;Modell M7050 Ambassador5/4
381272413000;https://www.miraphone.de/bbb-tuba-30.html;B-Tuba;Modell 1272;3/4;Modell 12723/4
381272415000;https://www.miraphone.de/bbb-tuba-29.html;B-Tuba;Modell 1272;3/4;Modell 12723/4
381291413000;https://www.miraphone.de/bbb-tuba-28.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291413000500;https://www.miraphone.de/bbb-tuba-27.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291415000;https://www.miraphone.de/bbb-tuba-26.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291415000500;https://www.miraphone.de/bbb-tuba-25.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291513000;https://www.miraphone.de/b-tuba-381291513000.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291513000500;https://www.miraphone.de/bbb-tuba-23.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291513000700;https://www.miraphone.de/b-tuba.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291515000;https://www.miraphone.de/b-tuba1.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291515000500;https://www.miraphone.de/bbb-tuba-21.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
381291515000700;https://www.miraphone.de/bbb-tuba-7.html;B-Tuba;Modell 1291;5/4 kompakt;Modell 12915/4 kompakt
39M9000130006UK;https://www.miraphone.de/bbb-tuba-20.html;B-Tuba;Modell M9000 Ambassador;5/4;Modell M9000 Ambassador5/4
39M9000150006UK;https://www.miraphone.de/bbb-tuba-19.html;B-Tuba;Modell M9000 Ambassador;5/4;Modell M9000 Ambassador5/4
510063013000;https://www.miraphone.de/bb-soprano-slide-trombone-2.html;B-Sopranzugposaune;Modell 63;;Modell 63
510063013000700;https://www.miraphone.de/bb-soprano-slide-trombone-1.html;B-Sopranzugposaune;Modell 63;;Modell 63
510063016000;https://www.miraphone.de/bb-soprano-slide-trombone.html;B-Sopranzugposaune;Modell 63;;Modell 63
520064013000;https://www.miraphone.de/eb-alto-slide-trombone-2.html;Es-Altzugposaune;Modell 64;;Modell 64
520064013000700;https://www.miraphone.de/eb-alto-slide-trombone-1.html;Es-Altzugposaune;Modell 64;;Modell 64
520064016000;https://www.miraphone.de/eb-alto-slide-trombone.html;Es-Altzugposaune;Modell 64;;Modell 64
540060D13000;https://www.miraphone.de/bb-tenor-slide-trombone-8.html;B-Tenorzugposaune;Modell 60D;;Modell 60D
540060D16000;https://www.miraphone.de/bb-tenor-slide-trombone-7.html;B-Tenorzugposaune;Modell 60D;;Modell 60D
540061D16000;https://www.miraphone.de/bb-tenor-slide-trombone-6.html;B-Tenorzugposaune;Modell 61D;;Modell 61D
550065013000;https://www.miraphone.de/bb-tenor-slide-trombone-5.html;B-Tenorzugposaune;Modell 65;;Modell 65
550065016000;https://www.miraphone.de/bb-tenor-slide-trombone-4.html;B-Tenorzugposaune;Modell 65;;Modell 65
55M660013000;https://www.miraphone.de/bb-tenor-slide-trombone-3.html;B-Tenorzugposaune;Modell M6600;;Modell M6600
55M660013300;https://www.miraphone.de/bb-tenor-slide-trombone-2.html;B-Tenorzugposaune;Modell M6600;;Modell M6600
55M660013340;https://www.miraphone.de/bb-tenor-slide-trombone-m6600-wide-single-rotor-large-quart-open-wrap-bell-22-cm-1.html;B-Tenorzugposaune;Modell M6600;;Modell M6600
55M660016000;https://www.miraphone.de/bb-tenor-slide-trombone-1.html;B-Tenorzugposaune;Modell M6600;;Modell M6600
55M660016300;https://www.miraphone.de/bb-tenor-slide-trombone.html;B-Tenorzugposaune;Modell M6600;;Modell M6600
560067013000;https://www.miraphone.de/bb-bass-slide-trombone-3.html;B-Baß Zugposaune;Modell 670;;Modell 670
560067016000;https://www.miraphone.de/bb-bass-slide-trombone-2.html;B-Baß Zugposaune;Modell 670;;Modell 670
560069113000;https://www.miraphone.de/bb-bass-slide-trombone-1.html;B-Baß Zugposaune;Modell 691;;Modell 691
560069116000;https://www.miraphone.de/bb-bass-slide-trombone.html;B-Baß Zugposaune;Modell 691;;Modell 691
570067013000;https://www.miraphone.de/bb-contrabass-slide-trombone-4.html;B-Kontrabaß Zugposaune;Modell 67;;Modell 67
570067013000200;https://www.miraphone.de/bb-contrabass-slide-trombone.html;B-Kontrabaß Zugposaune;Modell 67;;Modell 67
570067013000700;https://www.miraphone.de/bb-contrabass-slide-trombone-3.html;B-Kontrabaß Zugposaune;Modell 67;;Modell 67
570067016000;https://www.miraphone.de/bb-contrabass-slide-trombone-2.html;B-Kontrabaß Zugposaune;Modell 67;;Modell 67
570067016000200;https://www.miraphone.de/bb-contrabass-slide-trombone-1.html;B-Kontrabaß Zugposaune;Modell 67;;Modell 67
57C067013000;https://www.miraphone.de/cc-contrabass-slide-trombone-1.html;C-Kontrabaß Zugposaune;Modell 67;;Modell 67
57C067016000;https://www.miraphone.de/cc-contrabass-slide-trombone.html;C-Kontrabaß Zugposaune;Modell 67;;Modell 67
